,developerResponse,date,review,score,userName
24,"{'reviewId': '8dfb7db2-47b8-4c19-95c8-07d37064ef9d', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'My kid is only 3.5 and we read to him every night but I never really pushed him to sound things out or write on his own. Then he started playing around on this app and he’s SO INTO IT! He is starting to recognize “sight words” and tries spelling and sounding out words in our nighttime stories. Thank you so much for this app.', 'score': 5, 'thumbsUpCount': 5, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 8, 12, 7, 49, 35), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-08-12 07:49:35,My kid is only 3.5 and we read to him every night but I never really pushed him to sound things out or write on his own. Then he started playing around on this app and he’s SO INTO IT! He is starting to recognize “sight words” and tries spelling and sounding out words in our nighttime stories. Thank you so much for this app.,5,A Google user
25,"{'reviewId': 'eded3a85-4af2-462f-bccd-b9773aaf2827', 'userName': 'M Child', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVgnNrQigHzogaZNC1ylcRCEolBPrlxzxqy-kyNpHyfCBl462C-', 'content': 'In the ""practical life"" section there is a ""school infirmary "" with children as patients. One of the activities is to drag a bottle of pills over to the child and about 8 pills pour into their mouth. This is repeated until they don\'t look sick any more. I submitted feedback that this is inappropriate for a preschool app but had no reply. Uninstalled.', 'score': 2, 'thumbsUpCount': 183, 'reviewCreatedVersion': '3.9', 'at': datetime.datetime(2021, 7, 16, 4, 0, 45), 'replyContent': None, 'repliedAt': None, 'appVersion': '3.9'}",2021-07-16 04:00:45,"In the ""practical life"" section there is a ""school infirmary "" with children as patients. One of the activities is to drag a bottle of pills over to the child and about 8 pills pour into their mouth. This is repeated until they don't look sick any more. I submitted feedback that this is inappropriate for a preschool app but had no reply. Uninstalled.",2,M Child
26,"{'reviewId': 'c0208a7d-cce8-4e25-9b97-a1c37fd0da4e', 'userName': 'Jaime Quigley', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWmbjTP3z_dFto4rsG_IzF9-VR7dEpjzhNxKX8HGp6AarFgFwo', 'content': 'Trying to subscribe (because there\'s absolutely nothing worthwhile or ""Montessori"" that\'s offered without paying), but I can\'t because it keeps telling me I need to add a payment option to my DAUGHTER\'S account. I signed on with MY email, even from my own phone, and her tablet\'s email comes up and there\'s no way to switch it.', 'score': 1, 'thumbsUpCount': 12, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 2, 23, 10, 42, 31), 'replyContent': 'Hello, please contact our team on support@edokiacademy.com, they will help you', 'repliedAt': datetime.datetime(2024, 2, 23, 16, 43, 36), 'appVersion': None}",2024-02-23 10:42:31,"Trying to subscribe (because there's absolutely nothing worthwhile or ""Montessori"" that's offered without paying), but I can't because it keeps telling me I need to add a payment option to my DAUGHTER'S account. I signed on with MY email, even from my own phone, and her tablet's email comes up and there's no way to switch it.",1,Jaime Quigley
27,"{'reviewId': 'a3a59900-6465-4723-a15c-d575fd8abfbe', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""The company does not send an alert prior to charging, it charges annually (not monthly), and does not issue a refund unless you make a stink about it. DO NOT SIGN UP FOR THE 'TRIAL' UNLESS YOU'VE MADE YOUR OWN ALERT TO CANCEL **24 HOURS PRIOR TO** THE END-OF-TRIAL date! The company originally refused to issue a refund; it only agreed to the refund after I responded saying I would leave an appropriate review with a low score. The app may be worth it (my son didn't use it, so I don't know), but be SURE you want it if you sign up for the trial, or be very diligent about canceling"", 'score': 2, 'thumbsUpCount': 30, 'reviewCreatedVersion': '2.8.5', 'at': datetime.datetime(2019, 11, 27, 6, 55, 29), 'replyContent': None, 'repliedAt': None, 'appVersion': '2.8.5'}",2019-11-27 06:55:29,"The company does not send an alert prior to charging, it charges annually (not monthly), and does not issue a refund unless you make a stink about it. DO NOT SIGN UP FOR THE 'TRIAL' UNLESS YOU'VE MADE YOUR OWN ALERT TO CANCEL **24 HOURS PRIOR TO** THE END-OF-TRIAL date! The company originally refused to issue a refund; it only agreed to the refund after I responded saying I would leave an appropriate review with a low score. The app may be worth it (my son didn't use it, so I don't know), but be SURE you want it if you sign up for the trial, or be very diligent about canceling",2,A Google user
28,"{'reviewId': '2f4bfb50-04a8-452d-b7e0-b5481324c7fd', 'userName': 'Mike', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVv4XjxSEJsVwSUkCtvXOcOSA_JfmIDhBsujN5YXwq3S30Hd7MX', 'content': 'Awful subscription model. One off payment of $60 is reasonable. If I buy a book I dont expect to keep paying for it. Furthermore, if they want to sell me another book, perhaps I will buy that also; but It\'s folly to fund anyones speculative ""development"" with no financial return, or no written agreement on the quantity & quality (new stickers???) of future updates. This seems more charity rather than business. HARD PASS, until this subcription nonsense is sorted out.', 'score': 1, 'thumbsUpCount': 28, 'reviewCreatedVersion': '3.4', 'at': datetime.datetime(2020, 12, 28, 23, 28, 40), 'replyContent': 'Hello, we’re sorry but we do not understand your comment. Our app has been updated with new games, languages and features 6 times per year since 2017, what is speculative about that? Also we clearly state during the registration process that it is a subscription. Please contact us on support@esokiacademy.com to discuss further.', 'repliedAt': datetime.datetime(2020, 12, 30, 7, 19, 40), 'appVersion': '3.4'}",2020-12-28 23:28:40,"Awful subscription model. One off payment of $60 is reasonable. If I buy a book I dont expect to keep paying for it. Furthermore, if they want to sell me another book, perhaps I will buy that also; but It's folly to fund anyones speculative ""development"" with no financial return, or no written agreement on the quantity & quality (new stickers???) of future updates. This seems more charity rather than business. HARD PASS, until this subcription nonsense is sorted out.",1,Mike
29,"{'reviewId': 'f75e6e75-1ace-425f-8785-5b9955988138', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Using the application is so simple so my boy can play it easily. He seems to love it so much, I think because there are many funny animations in this game. And the thing that I appreciate is the game can help my boy improve some new words and new concepts. So amazing.', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 5, 21, 8, 11, 2), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-05-21 08:11:02,"Using the application is so simple so my boy can play it easily. He seems to love it so much, I think because there are many funny animations in this game. And the thing that I appreciate is the game can help my boy improve some new words and new concepts. So amazing.",5,A Google user
30,"{'reviewId': '7dd72382-2399-4260-9b97-42dff8920150', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""Seems nice but not for toddlers i guess even though it has games for them. This is a trial version and was not much free to even test. But my son didn't seem to like it so not buying it. Only able to access everything if you subscribe. And is pricey."", 'score': 2, 'thumbsUpCount': 19, 'reviewCreatedVersion': '2.7', 'at': datetime.datetime(2019, 8, 23, 21, 47, 4), 'replyContent': None, 'repliedAt': None, 'appVersion': '2.7'}",2019-08-23 21:47:04,Seems nice but not for toddlers i guess even though it has games for them. This is a trial version and was not much free to even test. But my son didn't seem to like it so not buying it. Only able to access everything if you subscribe. And is pricey.,2,A Google user
31,"{'reviewId': 'f58d03ef-87a2-44db-9671-df65d28e02b4', 'userName': 'Marcus', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIzh1mnNGNOI_BZumuEVAJoLsPm720zqWRFelSla76AAlONRA=mo', 'content': ""App is polished. However, some games are too easy for my 3 year old, some too difficult. I can't remove single games from from the menu, only topics. As I can't remove single games my child often chooses games of little value to him. The practical value of the app is this low."", 'score': 3, 'thumbsUpCount': 21, 'reviewCreatedVersion': '5.01', 'at': datetime.datetime(2023, 7, 11, 22, 36, 28), 'replyContent': ""Hi Marcus, you can actually remove single games. Please contact our support team at support@edokiacademy.com and they will gladly help you if you don't know how to do it."", 'repliedAt': datetime.datetime(2023, 7, 12, 11, 33, 28), 'appVersion': '5.01'}",2023-07-11 22:36:28,"App is polished. However, some games are too easy for my 3 year old, some too difficult. I can't remove single games from from the menu, only topics. As I can't remove single games my child often chooses games of little value to him. The practical value of the app is this low.",3,Marcus
32,"{'reviewId': '6b7c4920-9ab9-4e16-b4e3-948e025ed963', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'My kids love playing and I’m totally okay letting them have this screen time. The preschool games change up so my kids don’t get bored. The program moves slowly enough for my preschooler and kindergartener to follow without getting frustrated but they progress fast enough I don’t feel like they are wasting time.', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 8, 24, 1, 54, 15), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-08-24 01:54:15,My kids love playing and I’m totally okay letting them have this screen time. The preschool games change up so my kids don’t get bored. The program moves slowly enough for my preschooler and kindergartener to follow without getting frustrated but they progress fast enough I don’t feel like they are wasting time.,5,A Google user
33,"{'reviewId': 'e77f61e1-10b5-4405-b986-8c749fa2df72', 'userName': 'Pascale Pinette', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjX0aW8Kr3z498mNhuioSPPmblKKIe3MLMOjFjzzhPOpUmDwJeCfxQ', 'content': ""You can choose which activities to keep in the game so we use it mainly for chinese. Plenty of quality content. The reward system is great! There's a store for the child to buy things like t-shirts or toys or a train game where extra buildings/trees/etc. can be bought with the 'money' won."", 'score': 5, 'thumbsUpCount': 21, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 5, 27, 5, 9, 39), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2022-05-27 05:09:39,You can choose which activities to keep in the game so we use it mainly for chinese. Plenty of quality content. The reward system is great! There's a store for the child to buy things like t-shirts or toys or a train game where extra buildings/trees/etc. can be bought with the 'money' won.,5,Pascale Pinette
